,title,studio,domestic_gross,foreign_gross,year
2596,American Pastoral (LGF),LGF,544000.0,19400000.0,2016
2597,The Age of Shadows (CJ),CJ,542000.0,19400000.0,2016
2598,Fitoor (UTV),UTV,529000.0,19400000.0,2016
2599,The First Monday in May (Magn.),Magn.,527000.0,19400000.0,2016
2600,Marguerite (Cohen),Cohen,497000.0,19400000.0,2016
2601,The Boy and the Beast (FUN),FUN,491000.0,19400000.0,2016
2602,Wiener-Dog (IFC),IFC,477000.0,19400000.0,2016
2603,Our Little Sister (SPC),SPC,468000.0,19400000.0,2016
2604,Only Yesterday (2016 re-release) (GK),GK,453000.0,19400000.0,2016
2605,Baaghi (UTV),UTV,438000.0,19400000.0,2016
2606,Land of Mine (SPC),SPC,435000.0,19400000.0,2016
2607,Things To Come (IFC),IFC,388000.0,19400000.0,2016
2608,The Lobster (Canada Release) (Mon),Mon,377000.0,19400000.0,2016
2609,Mr. Donkey (CL),CL,356000.0,19400000.0,2016
2610,Happy Bhaag Jayegi (Eros),Eros,352000.0,19400000.0,2016
2611,High-Rise (Magn.),Magn.,346000.0,19400000.0,2016
2612,Te3n (Rel.),Rel.,332000.0,19400000.0,2016
2613,Francofonia (MBox),MBox,307000.0,19400000.0,2016
2614,Mia Madre (MBox),MBox,303000.0,19400000.0,2016
2615,April and the Extraordinary World (GK),GK,295000.0,19400000.0,2016
2616,Ixcanul (KL),KL,295000.0,19400000.0,2016
2617,The People vs. Fritz Bauer (Cohen),Cohen,288000.0,19400000.0,2016
2618,Aquarius (Vita.),Vita.,286000.0,19400000.0,2016
2619,Kingsglaive: Final Fantasy: XV (VE),VE,270000.0,19400000.0,2016
2620,My Golden Days (Magn.),Magn.,269000.0,19400000.0,2016
2621,The Family Fang (SM),SM,263000.0,19400000.0,2016
2622,Dheepan (IFC),IFC,262000.0,19400000.0,2016
2623,"Life, Animated (Orch.)",Orch.,255000.0,19400000.0,2016
2624,Oasis: Supersonic (A24),A24,243000.0,19400000.0,2016
2625,The Invitation (Drft.),Drft.,232000.0,19400000.0,2016
2626,Miss Hokusai (GK),GK,223000.0,19400000.0,2016
2627,Kaptaan (UTV),UTV,204000.0,19400000.0,2016
2628,League of Gods (Sony),Sony,182000.0,19400000.0,2016
2629,Viva (Magn.),Magn.,178000.0,19400000.0,2016
2630,The Wave (Magn.),Magn.,177000.0,19400000.0,2016
2631,Asura: The City of Madness (CJ),CJ,176000.0,19400000.0,2016
2632,Louder than Bombs (Orch.),Orch.,164000.0,19400000.0,2016
2633,Howards End (2016 Restoration) (Cohen),Cohen,160000.0,19400000.0,2016
2634,Sunset Song (Magn.),Magn.,160000.0,19400000.0,2016
2635,Born to be Blue (EOne),EOne,152000.0,19400000.0,2016
2636,Seasons (MBox),MBox,150000.0,19400000.0,2016
2637,Rams (Hrútar) (Cohen),Cohen,149000.0,19400000.0,2016
2638,Tumbledown (SM),SM,135000.0,19400000.0,2016
2639,The Brand New Testament (MBox),MBox,128000.0,19400000.0,2016
2640,Spirits' Homecoming (PM&E),PM&E,126000.0,19400000.0,2016
2641,Sweet Bean (KL),KL,125000.0,19400000.0,2016
2642,A War (Magn.),Magn.,123000.0,19400000.0,2016
2643,Fire at Sea (KL),KL,121000.0,19400000.0,2016
2644,Hockney (FM),FM,121000.0,19400000.0,2016
2645,Three (WGUSA),WGUSA,120000.0,19400000.0,2016
2646,Tale of Tales (IFC),IFC,119000.0,19400000.0,2016
2647,The Measure of a Man (KL),KL,112000.0,19400000.0,2016
2648,Aferim! (BWP),BWP,108000.0,19400000.0,2016
2649,Until Forever (Por Siempre) (CZ),CZ,105000.0,19400000.0,2016
2650,Under the Sun (2016) (Icar.),Icar.,105000.0,19400000.0,2016
2651,Our Last Tango (Strand),Strand,100000.0,19400000.0,2016
2652,Rock On 2 (Eros),Eros,98900.0,19400000.0,2016
2653,Seondal: The Man Who Sells the River (CJ),CJ,97500.0,19400000.0,2016
2654,So Young 2: Never Gone (CL),CL,96400.0,19400000.0,2016
2655,"New York, New York (2016) (CL)",CL,92400.0,19400000.0,2016
2656,Fireworks Wednesday (Ghop),Ghop,90500.0,19400000.0,2016
2657,No One's Life Is Easy: So I Married an Anti-Fan (CL),CL,89300.0,19400000.0,2016
2658,"My Love, Don't Cross that River (FM)",FM,88000.0,19400000.0,2016
2659,Author: The JT LeRoy Story (Magn.),Magn.,86000.0,19400000.0,2016
2660,Mountains May Depart (KL),KL,82900.0,19400000.0,2016
2661,Cock and Bull (CL),CL,82800.0,19400000.0,2016
2662,A Street Cat Named Bob (Cleopatra),Cleopatra,82700.0,19400000.0,2016
2663,Les cowboys (Cohen),Cohen,80800.0,19400000.0,2016
2664,Saala Khadoos (UTV),UTV,76900.0,19400000.0,2016
2665,The Monster (2016) (A24),A24,12500.0,62200.0,2016
2666,Dancer (IFC),IFC,71900.0,19400000.0,2016
2667,Sweet 20 (CJ),CJ,71800.0,19400000.0,2016
2668,The Dark Horse (BG),BG,67500.0,19400000.0,2016
2669,Phantom Detective (CJ),CJ,67100.0,19400000.0,2016
2670,Ran (2016 re-issue) (Rialto),Rialto,66100.0,19400000.0,2016
2671,Microbe & Gasoline (Scre.),Scre.,63800.0,19400000.0,2016
2672,Time Renegades (CJ),CJ,59400.0,19400000.0,2016
2673,Vanishing Time: A Boy Who Returned (Dreamwest),Dreamwest,57800.0,19400000.0,2016
2674,DONGJU: The Portrait of a Poet (CJ),CJ,56600.0,19400000.0,2016
2675,L'attesa (Osci.),Osci.,55800.0,19400000.0,2016
2676,The Lovers and the Despot (Magn.),Magn.,55500.0,19400000.0,2016
2677,Clown (W/Dim.),W/Dim.,55000.0,19400000.0,2016
2678,Diary of a Chambermaid (Cohen),Cohen,54200.0,19400000.0,2016
2679,High Strung (2016) (Pala.),Pala.,53400.0,19400000.0,2016
2680,The Club (MBox),MBox,52800.0,19400000.0,2016
2681,Being 17 (Strand),Strand,52700.0,19400000.0,2016
2682,The Last Man on the Moon (Grav.),Grav.,52500.0,19400000.0,2016
2683,My Annoying Brother (CJ),CJ,52000.0,19400000.0,2016
2684,Cemetery of Splendor (Strand),Strand,52000.0,19400000.0,2016
2685,Disorder (IFC),IFC,51900.0,19400000.0,2016
2686,Like for Likes (CJ),CJ,50800.0,19400000.0,2016
2687,In the Shadow of Women (Distrib.),Distrib.,50300.0,19400000.0,2016
2688,In Order of Disappearance (Magn.),Magn.,50300.0,19400000.0,2016
2689,The Treasure (SDS),SDS,50200.0,19400000.0,2016
2690,Fatima (KL),KL,50100.0,19400000.0,2016
2691,We Are X (Drft.),Drft.,45300.0,19400000.0,2016
2692,A Melody to Remember (CJ),CJ,44300.0,19400000.0,2016
2693,Phantom of the Theatre (WGUSA),WGUSA,44000.0,19400000.0,2016
2694,Mastizaade (Eros),Eros,43400.0,19400000.0,2016
2695,Closet Monster (Strand),Strand,42200.0,19400000.0,2016
2696,Troublemakers: The Story of Land Art (FRun),FRun,29500.0,9100.0,2016
2697,Come What May (Cohen),Cohen,37800.0,19400000.0,2016
2698,Until Forever (Linn),Linn,35800.0,19400000.0,2016
2699,Summertime (2016) (Strand),Strand,35300.0,19400000.0,2016
2700,Songs My Brothers Taught Me (KL),KL,34800.0,19400000.0,2016
2701,Mr. Right (FCW),FCW,34700.0,19400000.0,2016
2702,Phantom Boy (GK),GK,34400.0,19400000.0,2016
2703,Sweet Sixteen (Xia You Qiao Mu) (CL),CL,34300.0,19400000.0,2016
2704,Eisenstein in Guanajuato (Strand),Strand,34300.0,19400000.0,2016
2705,Last Cab to Darwin (FRun),FRun,34200.0,19400000.0,2016
2706,The Map Against the World (CJ),CJ,34000.0,19400000.0,2016
2707,Kaili Blues (Ghop),Ghop,32200.0,19400000.0,2016
2708,Anesthesia (IFC),IFC,32200.0,19400000.0,2016
2709,"Rio, I Love You (Scre.)",Scre.,32000.0,19400000.0,2016
2710,As I Open My Eyes (KL),KL,31000.0,19400000.0,2016
2711,The Son of Joseph (KL),KL,30600.0,19400000.0,2016
2712,From Afar (Strand),Strand,30200.0,19400000.0,2016
2713,For a Few Bullets (CL),CL,30100.0,19400000.0,2016
2714,The Last Princess (CJ),CJ,29300.0,19400000.0,2016
2715,Valley of Love (Strand),Strand,28600.0,19400000.0,2016
2716,Blackway (Electric),Electric,27100.0,19400000.0,2016
2717,Neon Bull (KL),KL,26700.0,19400000.0,2016
2718,Papa (Luo shan ji dao dan ji hua) (Jampa),Jampa,26700.0,19400000.0,2016
2719,Standing Tall (La tete haute) (Cohen),Cohen,26100.0,19400000.0,2016
2720,Chevalier (Strand),Strand,25700.0,19400000.0,2016
2721,The New Year's Eve of Old Lee (CL),CL,25400.0,19400000.0,2016
2722,Cosmos (KL),KL,25300.0,19400000.0,2016
2723,A Monster with a Thousand Heads (MBox),MBox,24900.0,19400000.0,2016
2724,Evolution (IFC),IFC,24800.0,19400000.0,2016
2725,"Right Now, Wrong Then (Ghop)",Ghop,24500.0,19400000.0,2016
2726,Lolo (FR),FR,24100.0,19400000.0,2016
2727,Sanam Teri Kasam (Eros),Eros,22100.0,19400000.0,2016
2728,Term Life (FCW),FCW,21300.0,19400000.0,2016
2729,The Sea of Trees (A24),A24,20400.0,19400000.0,2016
2730,Wildflower (Secretos del Alma) (CZ),CZ,18100.0,19400000.0,2016
2731,Colonia (Scre.),Scre.,15700.0,19400000.0,2016
2732,Argentina (FRun),FRun,14900.0,19400000.0,2016
2733,Remember You (CJ),CJ,14800.0,19400000.0,2016
2734,Adderall Diaries (A24),A24,13200.0,19400000.0,2016
2735,Neither Heaven Nor Earth (FM),FM,12800.0,19400000.0,2016
2736,The Ones Below (Magn.),Magn.,12500.0,19400000.0,2016
2737,"Kiki, Love to Love (Strand)",Strand,12500.0,19400000.0,2016
2738,Don't Call Me Son (Zeit.),Zeit.,11700.0,19400000.0,2016
2739,Jeruzalem (EpicPics),EpicPics,11300.0,19400000.0,2016
2740,Serial Killer 1 (KL),KL,10300.0,19400000.0,2016
2741,Chronic (MR),MR,9000.0,19400000.0,2016
2742,Magnus (FR),FR,8900.0,19400000.0,2016
2743,The Last King (Magn.),Magn.,8900.0,19400000.0,2016
2744,Mojave (A24),A24,8300.0,19400000.0,2016
2745,The Other Side (FM),FM,8100.0,19400000.0,2016
2746,The President (Crnth),Crnth,7600.0,19400000.0,2016
2747,They Will Have to Kill Us First (BBC),BBC,7500.0,19400000.0,2016
2748,The Carer (Crnth),Crnth,6200.0,19400000.0,2016
2749,Klown Forever (Drft.),Drft.,5700.0,19400000.0,2016
2750,Search Party (FCW),FCW,4600.0,19400000.0,2016
2751,In Harmony (Distrib.),Distrib.,3100.0,19400000.0,2016
2752,In Her Name (Au nom de ma fille) (Distrib.),Distrib.,1600.0,19400000.0,2016
2753,Next Time I'll Aim for the Heart (Distrib.),Distrib.,800.0,19400000.0,2016
2754,The Student and Mr. Henri (Distrib.),Distrib.,800.0,19400000.0,2016
2755,Down By Love (Distrib.),Distrib.,700.0,19400000.0,2016
2756,News From Planet Mars (KL),KL,300.0,19400000.0,2016
2757,Satanic (Magn.),Magn.,300.0,19400000.0,2016
2758,Star Wars: The Last Jedi (BV),BV,620200000.0,712400000.0,2017
2759,Beauty and the Beast (2017) (BV),BV,504000000.0,759500000.0,2017
2760,The Fate of the Furious (Uni.),Uni.,226000000.0,1010.0,2017
2761,Despicable Me 3 (Uni.),Uni.,264600000.0,770200000.0,2017
2762,Jumanji: Welcome to the Jungle (Sony),Sony,404500000.0,557600000.0,2017
2763,Spider-Man: Homecoming (Sony),Sony,334200000.0,546000000.0,2017
2764,Wolf Warrior 2 (HC),HC,2700000.0,867600000.0,2017
2765,Guardians of the Galaxy Vol. 2 (BV),BV,389800000.0,473900000.0,2017
2766,Thor: Ragnarok (BV),BV,315100000.0,538900000.0,2017
2767,Wonder Woman (WB),WB,412600000.0,409300000.0,2017
2768,Coco (BV),BV,209700000.0,597400000.0,2017
2769,Pirates of the Caribbean: Dead Men Tell No Tales (BV),BV,172600000.0,622300000.0,2017
2770,It (WB (NL)),WB (NL),327500000.0,372900000.0,2017
2771,Justice League (WB),WB,229000000.0,428900000.0,2017
2772,Logan (2017) (Fox),Fox,226300000.0,392700000.0,2017
2773,Transformers: The Last Knight (Par.),Par.,130199999.0,475300000.0,2017
2774,Kong: Skull Island (WB),WB,168100000.0,398600000.0,2017
2775,The Boss Baby (Fox),Fox,175000000.0,353000000.0,2017
2776,Dunkirk (WB),WB,188000000.0,337200000.0,2017
2777,War for the Planet of the Apes (Fox),Fox,146900000.0,343800000.0,2017
2778,The Greatest Showman (Fox),Fox,174300000.0,260700000.0,2017
2779,Kingsman: The Golden Circle (Fox),Fox,100200000.0,310700000.0,2017
2780,The Mummy (2017) (Uni.),Uni.,80200000.0,329000000.0,2017
2781,Cars 3 (BV),BV,152900000.0,231000000.0,2017
2782,Fifty Shades Darker (Uni.),Uni.,114600000.0,267000000.0,2017
2783,Your Name. (FUN),FUN,5000000.0,353000000.0,2017
2784,Murder on the Orient Express (2017) (Fox),Fox,102800000.0,250000000.0,2017
2785,xXx: The Return of Xander Cage (Par.),Par.,44900000.0,301200000.0,2017
2786,The Great Wall (Uni.),Uni.,45500000.0,289400000.0,2017
2787,Resident Evil: The Final Chapter (SGem),SGem,26800000.0,285400000.0,2017
2788,The LEGO Batman Movie (WB),WB,175800000.0,136200000.0,2017
2789,Annabelle: Creation (WB (NL)),WB (NL),102100000.0,204400000.0,2017
2790,Wonder (LGF),LGF,132400000.0,173500000.0,2017
2791,Ferdinand (Fox),Fox,84400000.0,211700000.0,2017
2792,Split (Uni.),Uni.,138300000.0,140200000.0,2017
2793,Blade Runner 2049 (WB),WB,92100000.0,167200000.0,2017
2794,Get Out (Uni.),Uni.,176000000.0,79400000.0,2017
2795,Kung Fu Yoga (WGUSA),WGUSA,363000.0,253800000.0,2017
2796,Baahubali 2: The Conclusion (GrtIndia),GrtIndia,20200000.0,234000000.0,2017
2797,Journey to the West: The Demons Strike Back (Sony),Sony,880000.0,245700000.0,2017
2798,Alien: Covenant (Fox),Fox,74300000.0,166600000.0,2017
2799,Baby Driver (TriS),TriS,107800000.0,119100000.0,2017
2800,Valerian and the City of a Thousand Planets (STX),STX,41200000.0,184700000.0,2017
2801,Geostorm (WB),WB,33700000.0,187900000.0,2017
2802,The Emoji Movie (Sony),Sony,86100000.0,131699999.0,2017
2803,A Dog's Purpose (Uni.),Uni.,64500000.0,140500000.0,2017
2804,Smurfs: The Lost Village (Sony),Sony,45000000.0,152200000.0,2017
2805,The Shape of Water (FoxS),FoxS,63900000.0,131400000.0,2017
2806,Pitch Perfect 3 (Uni.),Uni.,104900000.0,80500000.0,2017
2807,Daddy's Home 2 (Par.),Par.,104000000.0,76600000.0,2017
2808,The Post (Fox),Fox,81900000.0,97900000.0,2017
2809,Baywatch (Par.),Par.,58100000.0,119800000.0,2017
2810,The Hitman's Bodyguard (LG/S),LG/S,75500000.0,101100000.0,2017
2811,John Wick: Chapter Two (LG/S),LG/S,92000000.0,79500000.0,2017
2812,Ghost in the Shell (2017) (Par.),Par.,40600000.0,129199999.0,2017
2813,"Three Billboards Outside Ebbing, Missouri (FoxS)",FoxS,54500000.0,104700000.0,2017
2814,Duckweed (CL),CL,472000.0,150600000.0,2017
2815,Darkest Hour (Focus),Focus,56500000.0,94400000.0,2017
2816,King Arthur: Legend of the Sword (WB),WB,39200000.0,109500000.0,2017
2817,The Foreigner (STX),STX,34400000.0,111000000.0,2017
2818,Power Rangers (2017) (LGF),LGF,85400000.0,57000000.0,2017
2819,Girls Trip (Uni.),Uni.,115200000.0,25400000.0,2017
2820,American Made (Uni.),Uni.,51300000.0,83500000.0,2017
2821,A Bad Moms Christmas (STX),STX,72100000.0,58400000.0,2017
2822,Captain Underpants: The First Epic Movie (Fox),Fox,73900000.0,51600000.0,2017
2823,Happy Death Day (Uni.),Uni.,55700000.0,69800000.0,2017
2824,The LEGO Ninjago Movie (WB),WB,59300000.0,63800000.0,2017
2826,The Dark Tower (Sony),Sony,50700000.0,62500000.0,2017
2827,Buddies in India (CL),CL,293000.0,109300000.0,2017
2828,Leap! (Wein.),Wein.,21900000.0,81400000.0,2017
2829,Jigsaw (LGF),LGF,38100000.0,64900000.0,2017
2830,Railroad Tigers (WGUSA),WGUSA,218000.0,102000000.0,2017
2831,Life (2017) (Sony),Sony,30200000.0,70300000.0,2017
2832,Atomic Blonde (Focus),Focus,51700000.0,48300000.0,2017
2833,The Shack (LG/S),LG/S,57400000.0,39600000.0,2017
2834,Some Like It Hot (Qing Shung) (CL),CL,100000.0,95600000.0,2017
2835,Tiger Zinda Hai (Yash),Yash,5600000.0,81800000.0,2017
2836,Going in Style (2017) (WB (NL)),WB (NL),45000000.0,39900000.0,2017
2837,Rings (Par.),Par.,27800000.0,55300000.0,2017
2838,A Taxi Driver (WGUSA),WGUSA,1500000.0,80100000.0,2017
2839,Underworld: Blood Wars (SGem),SGem,30400000.0,50700000.0,2017
2840,Lady Bird (A24),A24,49000000.0,30000000.0,2017
2841,American Assassin (LGF),LGF,36200000.0,31000000.0,2017
2842,One Piece Film: Gold (FUN),FUN,424000.0,65800000.0,2017
2843,Victoria and Abdul (Focus),Focus,22200000.0,43200000.0,2017
2844,The Nut Job 2: Nutty by Nature (ORF),ORF,28400000.0,36800000.0,2017
2845,Monster Trucks (Par.),Par.,33400000.0,31100000.0,2017
2846,The Mountain Between Us (Fox),Fox,30300000.0,32500000.0,2017
2847,The Star (Sony),Sony,40900000.0,22000000.0,2017
2848,How to be a Latin Lover (PNT),PNT,32100000.0,29700000.0,2017
2849,"Everything, Everything (WB)",WB,34100000.0,27500000.0,2017
2850,Snatched (Fox),Fox,45900000.0,15000000.0,2017
2851,My Little Pony: The Movie (LGF),LGF,21900000.0,38400000.0,2017
2852,Molly's Game (STX),STX,28800000.0,30500000.0,2017
2853,All the Money in the World (TriS),TriS,25100000.0,31900000.0,2017
2854,The Big Sick (LGF),LGF,42900000.0,13500000.0,2017
2855,Confidential Assignment (CJ),CJ,476000.0,55500000.0,2017
2856,Downsizing (Par.),Par.,24400000.0,30600000.0,2017
2857,"I, Tonya (Neon)",Neon,30000000.0,23900000.0,2017
2858,Logan Lucky (BST),BST,27800000.0,20700000.0,2017
2859,Tyler Perry's Boo 2! A Madea Halloween (LGF),LGF,47300000.0,1000000.0,2017
2860,Phantom Thread (Focus),Focus,21200000.0,26600000.0,2017
2861,Rough Night (Sony),Sony,22100000.0,25200000.0,2017
2862,The Battleship Island (CJ),CJ,1100000.0,45000000.0,2017
2863,Flatliners (2017) (Sony),Sony,16900000.0,28300000.0,2017
2864,All Eyez on Me (LG/S),LG/S,44900000.0,19400000.0,2017
2865,mother! (Par.),Par.,17800000.0,26700000.0,2017
2866,47 Meters Down (ENTMP),ENTMP,44300000.0,19400000.0,2017
2867,The Snowman (Uni.),Uni.,6700000.0,36400000.0,2017
2868,Gifted (FoxS),FoxS,24800000.0,18200000.0,2017
2869,Loving Vincent (Good Deed),Good Deed,6700000.0,35500000.0,2017
2870,Call Me by Your Name (SPC),SPC,18100000.0,23800000.0,2017
2871,T2: Trainspotting (TriS),TriS,2400000.0,39300000.0,2017
2872,Fist Fight (WB (NL)),WB (NL),32200000.0,8900000.0,2017
2873,Diary of a Wimpy Kid: The Long Haul (Fox),Fox,20700000.0,19400000.0,2017
2874,The House (WB (NL)),WB (NL),25600000.0,8600000.0,2017
2875,Tad the Lost Explorer and the Secret of King Midas (ParC),ParC,5900.0,34200000.0,2017
2876,Wind River (Wein.),Wein.,33800000.0,19400000.0,2017
2877,Sleepless (ORF),ORF,20800000.0,12100000.0,2017
2878,Kidnap (2017) (Aviron),Aviron,31000000.0,19400000.0,2017
2879,The Disaster Artist (A24),A24,21100000.0,8700000.0,2017
2880,Hostiles (ENTMP),ENTMP,29800000.0,19400000.0,2017
2881,The Beguiled (2017) (Focus),Focus,10700000.0,16700000.0,2017
2882,Home Again (ORF),ORF,27000000.0,19400000.0,2017
2883,Judwaa 2 (FIP),FIP,1400000.0,25500000.0,2017
2884,CHiPs (WB),WB,18600000.0,8199999.0,2017
2885,The Bye Bye Man (STX),STX,22400000.0,4300000.0,2017
2886,A Cure for Wellness (Fox),Fox,8100000.0,18500000.0,2017
2887,The Zookeeper's Wife (Focus),Focus,17600000.0,8600000.0,2017
2888,Only The Brave (Sony),Sony,18300000.0,7400000.0,2017
2889,Father Figures (WB),WB,17500000.0,8100000.0,2017
2890,Badrinath Ki Dulhania (FIP),FIP,2000000.0,23200000.0,2017
2891,Born in China (BV),BV,13900000.0,11200000.0,2017
2892,The Founder (Wein.),Wein.,12800000.0,11300000.0,2017
2893,Jolly Llb 2 (FIP),FIP,1700000.0,21300000.0,2017
2894,The Glass Castle (LGF),LGF,17300000.0,4600000.0,2017
2895,Sword Art Online: The Movie - Ordinal Scale (Elev.),Elev.,1500000.0,19200000.0,2017
2896,The Circle (2017) (STX),STX,20500000.0,19400000.0,2017
2897,It Comes At Night (A24),A24,14000000.0,5300000.0,2017
2898,The Lost City of Z (BST),BST,8600000.0,10700000.0,2017
2899,Unforgettable (2017) (WB),WB,11400000.0,6400000.0,2017
2900,The Case for Christ (PFR),PFR,14700000.0,3000000.0,2017
2901,Detroit (Annapurna),Annapurna,16800000.0,19400000.0,2017
2902,Wonder Wheel (Amazon),Amazon,1400000.0,14500000.0,2017
2903,Gold (Wein.),Wein.,7200000.0,7700000.0,2017
2904,The Space Between Us (STX),STX,7900000.0,6900000.0,2017
2905,Wish Upon (BG),BG,14300000.0,19400000.0,2017
2906,A United Kingdom (FoxS),FoxS,3900000.0,9900000.0,2017
2907,"Roman J. Israel, Esq. (Sony)",Sony,12000000.0,1100000.0,2017
2908,Mubarakan (Sony),Sony,759000.0,12100000.0,2017
2909,Battle of the Sexes (FoxS),FoxS,12600000.0,19400000.0,2017
2910,The Promise (2017) (ORF),ORF,8199999.0,4200000.0,2017
2911,Before I Fall (ORF),ORF,12200000.0,19400000.0,2017
2912,Earth: One Amazing Day (BBC),BBC,81300.0,11600000.0,2017
2913,Thank You for Your Service (2017) (Uni.),Uni.,9500000.0,19400000.0,2017
2914,Rock Dog (LG/S),LG/S,9400000.0,19400000.0,2017
2915,My Cousin Rachel (FoxS),FoxS,2700000.0,6500000.0,2017
2916,Truman (FR),FR,211000.0,8800000.0,2017
2917,Stronger (RAtt.),RAtt.,4200000.0,4200000.0,2017
2918,Tulip Fever (Wein.),Wein.,2500000.0,5900000.0,2017
2919,Viceroy's House (IFC),IFC,1100000.0,6700000.0,2017
2920,Amityville: The Awakening (W/Dim.),W/Dim.,700.0,7700000.0,2017
2921,Just Getting Started (BG),BG,6100000.0,1600000.0,2017
2922,Beatriz At Dinner (RAtt.),RAtt.,7100000.0,310000.0,2017
2923,I am Not Your Negro (Magn.),Magn.,7100000.0,19400000.0,2017
2924,The Red Turtle (SPC),SPC,922000.0,5700000.0,2017
2925,From the Land of the Moon (IFC),IFC,47700.0,6500000.0,2017
2926,Maudie (SPC),SPC,6200000.0,19400000.0,2017
2927,All Saints (Affirm),Affirm,5800000.0,140000.0,2017
2928,The Florida Project (A24),A24,5900000.0,19400000.0,2017
2929,Suburbicon (Par.),Par.,5800000.0,19400000.0,2017
2930,The Man Who Invented Christmas (BST),BST,5700000.0,19400000.0,2017
2931,Paris Can Wait (SPC),SPC,5600000.0,19400000.0,2017
2932,Phillauri (FIP),FIP,468000.0,5000000.0,2017
2933,Ok Jaanu (FIP),FIP,356000.0,5000000.0,2017
2934,An Inconvenient Sequel: Truth to Power (Par.),Par.,3500000.0,1900000.0,2017
2935,Table 19 (FoxS),FoxS,3600000.0,1400000.0,2017
2936,Collide (ORF),ORF,2300000.0,2500000.0,2017
2937,The Wall (RAtt.),RAtt.,1800000.0,2700000.0,2017
2938,Mark Felt: The Man Who Brought Down the White House (SPC),SPC,769000.0,3600000.0,2017
2939,Terminator 2: Judgment Day 3D (Distrib.),Distrib.,1000000.0,2900000.0,2017
2940,Brad's Status (Annapurna),Annapurna,2100000.0,1700000.0,2017
2941,Friend Request (ENTMP),ENTMP,3800000.0,19400000.0,2017
2942,Their Finest (STX),STX,3600000.0,19400000.0,2017
2943,Wonderstruck (RAtt.),RAtt.,1100000.0,2200000.0,2017
2944,The Leisure Seeker (SPC),SPC,3200000.0,19400000.0,2017
2945,Raw (2017) (FCW),FCW,515000.0,2600000.0,2017
2946,Colossal (Neon),Neon,3000000.0,19400000.0,2017
2947,A Gentleman (FIP),FIP,410000.0,2500000.0,2017
2948,Inhumans (Imax),Imax,1500000.0,1300000.0,2017
2949,Kedi (Osci.),Osci.,2800000.0,19400000.0,2017
2950,The Only Living Boy in New York (RAtt.),RAtt.,624000.0,1900000.0,2017
2951,Hazlo Como Hombre (Do It Like An Hombre) (PNT),PNT,2500000.0,19400000.0,2017
2952,Poster Boys (Sony),Sony,97000.0,2400000.0,2017
2953,The Salesman (Cohen),Cohen,2400000.0,19400000.0,2017
2954,Pokemon the Movie: I Choose You! (Fathom),Fathom,2400000.0,19400000.0,2017
2955,Jeepers Creepers 3 (Scre.),Scre.,2300000.0,19400000.0,2017
2956,Un Padre No Tan Padre (PNT),PNT,2200000.0,19400000.0,2017
2957,Good Time (A24),A24,2000000.0,19400000.0,2017
2958,Everybody Loves Somebody (PNT),PNT,1900000.0,19400000.0,2017
2959,Along with the Gods: The Two Worlds (WGUSA),WGUSA,1900000.0,19400000.0,2017
2960,Youth (2017) (CL),CL,1900000.0,19400000.0,2017
2961,Last Flag Flying (LGF),LGF,965000.0,904000.0,2017
2962,A Quiet Passion (MBox),MBox,1900000.0,19400000.0,2017
2963,Free Fire (A24),A24,1800000.0,19400000.0,2017
2964,The Last Word (BST),BST,1800000.0,19400000.0,2017
2965,Human Flow (Magn.),Magn.,528000.0,1300000.0,2017
2966,Jane (2017) (Abr.),Abr.,1700000.0,19400000.0,2017
2967,A Ghost Story (A24),A24,1600000.0,19400000.0,2017
2968,The Square (Magn.),Magn.,1500000.0,19400000.0,2017
2969,Patti Cake$ (FoxS),FoxS,800000.0,682000.0,2017
2970,The Wedding Plan (RAtt.),RAtt.,1400000.0,19400000.0,2017
2971,Personal Shopper (IFC),IFC,1300000.0,19400000.0,2017
2972,Churchill (Cohen),Cohen,1300000.0,19400000.0,2017
2973,The Sense of an Ending (CBS),CBS,1300000.0,19400000.0,2017
2974,3 Idiotas (PNT),PNT,1200000.0,19400000.0,2017
2975,6 Below: Miracle on the Mountain (MOM),MOM,14800.0,1100000.0,2017
2976,Lady Macbeth (RAtt.),RAtt.,1100000.0,19400000.0,2017
2977,Film Stars Don't Die in Liverpool (SPC),SPC,1000000.0,19400000.0,2017
2978,Yu-Gi-Oh! The Dark Side of Dimensions (SV),SV,1000000.0,19400000.0,2017
2979,Lucky (2017) (Magn.),Magn.,956000.0,19400000.0,2017
2980,Faces Places (Cohen),Cohen,954000.0,19400000.0,2017
2981,Tubelight (Yash),Yash,930000.0,19400000.0,2017
2982,Frantz (MBox),MBox,881000.0,19400000.0,2017
2983,BOMBSHELL: The Hedy Lamarr Story (Zeit.),Zeit.,820000.0,19400000.0,2017
2984,Walk With Me (Gathr),Gathr,727000.0,19400000.0,2017
2985,Buena Vista Social Club: Adios (BG),BG,123000.0,578000.0,2017
2986,Titanic (20th Anniversary) (Par.),Par.,692000.0,19400000.0,2017
2987,Lost in Paris (Osci.),Osci.,692000.0,19400000.0,2017
2988,Shubh Mangal Saavdhan (Eros),Eros,690000.0,19400000.0,2017
2989,The Midwife (MBox),MBox,604000.0,19400000.0,2017
2990,3 Generations (Wein.),Wein.,156000.0,375000.0,2017
2991,Fairy Tail: Dragon Cry (FUN),FUN,519000.0,19400000.0,2017
2992,Our President (CJ),CJ,507000.0,19400000.0,2017
